text,class
قمة العار تحكي في موضوع محرم برب فيقو شوية يزينا من قلة الحياء,tunisia
تعجبني برشا هي إمرأة تحفونا,tunisia
نفس الهدرة لي قلتيها لي من قبل نفس الهدرة ولكن زوين تفرجي فيه,morocco
كبر في عيني مدام بوه راضي عليه,tunisia
النيمرو تاعك هو هو,algeria
و انا نسيي في انترنات,algeria
لازم تجري,algeria
طبعا بكره هيطلعلنا شيوخ يلومواالفتيات على مجردتفكيرهم فى الخروج للتنزه وعدم لبسهم النقاب اصل لو كانوا لابسوه ماكنوش الصبيان اتحرشوا بيهم ويلوموا الضحيه ومنسمعش ولا كلمه واحده ادانه للشباب,egypt
انشاء الله ربنا حينصركم,egypt
كيما قﺒﻴﻠﺔ عندك كنا كل نهدرو مع بعضانا,algeria
ربي يتقبل ما تنسايش تدعيلنا,algeria
لبسو الخاتم قﺪقﺪ,algeria
و حنا خاصنا نحاربوه و منعرف شنو نتا غادي تنشر كلامو,morocco
وغنايا بكلمة أحبك بالنسبة لدرجة حبك رمز صغير مش أكتر..,egypt
فسألهم ليه,egypt
كبار يروحوا للكندا حراقين,algeria
و شنو لي ساهل,morocco
ياعم بدرى علم لاعبتك الادب واحترام الكبيروخصوصا الفاشل احمد حسن لى بيتكلم على اسيادة حسام وابراهيم احمد حسن دة بياخد منشطات من هو فى اللفةيا عم احمد تقدر تقول لى اية هى انجازاتك الخروج من تصفيات كاس العالم كل سنة بفضيحة وتقول لى العميد دة انت محصلتش عسكرى نفر,egypt
ما عندهاش الحق هي ليسانس علوم سياسية سيستام كلاسيك,algeria
والله العظيم حرام ان ابراهيم حسن ينصب نفسه حاكم علي شئون الكرة في مصر ويقول ان المنظومة فاسده ولايعلم انه وامثاله هم سبب الفساد ان كان هناك فساد .وعلي فكرةكل شئ في الدنيا فيه الصح وفيه الخطأ والحكام بشر والخطأ بيقع علي كل الفرق بدون تعمد من احمد منهم واكثر فريق تضرر من ذلك المقاولين والتاثير اضر بهم كتير لدرجة انهم مهددون بالهبوط ولكن ناس محترم بتعبر عن نفسها باحترام وكل ادب. ياريت تتعلم او نرحل عن الوسط,egypt
ياسر طالعين اعلى بعضكم ربي ايفضلكم,tunisia
قبل رمضان,morocco
"واضح يا جماعه ان الشخص ده تنطبق عليه شروط الحزب الواطى,,,,,",egypt
آني هنا نحوس على سوجي,algeria
يمشي ل البلدية و يقولو لو شنو هدا,morocco
ايه وين وصلت,algeria
ما بقيتش نحبو,algeria
نهضاوي كرهني في كلام الناس,tunisia
هاي أسما شفتي شحال تمرمدت شحال تمرمدت شحال تمرمدت,algeria
مالك لاسق ف البلاصة,morocco
نمرة ديلك هي نفسها,morocco
أ زهرة,algeria
مكله تمام و الشعب نيام نيام,egypt
أنا متافق معاكم ولات الخدمة مزيانة نقدو نهدرو فيه,morocco
و انت شفتيه,algeria
مستوى منحط ... جاهل متاع ...,tunisia
البرج,morocco
الواحد من زمان ما ضحكش,egypt
مرة اخرى لابراهيم هيصة ولو ان اتحاد الكرة على مر السنين يسلب حق الزمالك ويأخذ بطولاته ويعطيها للاهلى كان سيسمح بخسارة الاهلى للدورى فى اخر مباراة اما انبى ويعطيها لكم هذا على سبيل المثال لا الحصر,egypt
الى اخلص انسان فى مصر الى رمز الاخلاص و الحب و الاتقان فى العمل الى العميد الحقيقى الكابتن / حسام حسن احنا وراك يا عميد احنا معاك يا حسام اعمل الى عليك و ربنا يوفقك ويكفينا فخر ان فريقنا عظيم عظيم بيك و بلاعبيه الكبار ربنا يوفقك وشد حيلك المهم تفرحنا يوم 16/4 وتهزم الاهلى علشان تخرس كل الالسنه وتعلمهم يعنى ايه فن وهندسه,egypt
هدا عقاب ديال بصح,morocco
منين غادي تدوز نتا,morocco
راك نواره و صوتك ياسر طياره,tunisia
امصط حاجة في كلام الناس حنان الشقراني,tunisia
قرينا ساعتين ﺳﭙﻮر و زوز سوايع لولة تاريخ و التانية رياضيات,algeria
باش يعمر وقتو و شنو غدي يدير,morocco
مرا تونسية و عليها الكلام  زينة يا بنت القمح و بنت الشعير ما احلاك خليييييك هكاكا ️️️,tunisia
ما شاء الله عليهم بنات أصول ربي يكثر منهم الناس,tunisia
وحدك يا شيخ يا تحيفه التلفزه في رمضان مساطت بلا بيك كرمك الله,tunisia
انا كنهضر معك سيري وقلبي على خدمة,morocco
اتفوه يا اقزام الحجامة,tunisia
شنو قالت,morocco
كلنا بخير الحمد لله,morocco
زايد معاك لطفي #إنت_معلم,tunisia
مش من مصلحة الجزائر تلعب مع السودان ، احنا لعبنا مع السودان بعد فوزنا بكاس أفريقيا 2008 واتغلبنا أربعة صفر في أسوأ نتيجة للمنتخب طيلة السنوات الأخيرة ، السودانيين بيبذلوا أكبر جهد لإثبات جودة اداءهم في المباريات الودية وده ممكن يهز ثقة المنتخب الجزائري قبل المونديال,egypt
حسب ﺳﭙﻴﺴﻴﺎليتي لي حابة تسجلي فيه فهمتي,algeria
مي ما عليهش هذا الكوربوس نتاع اليوم يقدر يتقسم على دو سوجي ، لانفورماتيك والسياسة,algeria
غدي نوجد سندوتش ديال ماطيشا,morocco
خرجت نشوف ﻟقيتها سيبون تنحات,algeria
مليحا,tunisia
وحد النهار ديسيدا وحد الطبيب من لاﻧقليز باه يروح لبلاده خاطرماكش فضت الكونترا تيعو معانا,algeria
يا جعفور يا معلم راني نحبك و ربي معاك يا خويا,tunisia
كاين منها باينة لازم يتعاود يتكتب,algeria
بكل صراحة الكلمة اللي قلتها عيب و متجيش . إنت تحكي عالثقافة والفكر و هذا تصرف مش متع إنسان مثقف و محترم. مع الأسف إنت محترمتش المشاهد. لو تحب ترجع إعتبارك تعتذر من المشاهدين .,tunisia
جات هي راحت و قفت قﺪام لي بلوك وين نقراو,algeria
شيخ و رجل ديني كبييييييير موروووووووو,tunisia
ومش عاوز اقول قالوا اية علشان متحبسش كفاية كدة وربنا يستر,egypt
من يشاھد ھذھ المسلسلا إﻻ قليل الحياء حسبنا اللھ ونعم الوكيل وﻻ حول وﻻ قوة إﻻ باللھ!!!!!!!!,tunisia
أنا تنضحك بزاف,morocco
اصحي للكلام عشان احنا مبنمش ,egypt
ابقى سلملى على ميثاق الشرف,egypt
قصدي دار زوج حوايج,algeria
وعندك شوية تاع القصبة ؟,algeria
خليك راجل يا كابتن ومتخفش من مرتضى وسلاملى على دعبس,egypt
لكلافيي ديالك تيبرزط,morocco
ولكن كيفاش ينطق,morocco
درك قﺘﻠﻮ نروحو درك للمخازن في الليل,algeria
حتى أنا غادي نكبر و نولي أب عرفتي شنو ولدي غدي نخليه تيعاني,morocco
شفتي يا أيوب كون قريتي لانفورماتيك كن ضعتي,morocco
هدشي لي بغيت نقول,morocco
حيت الطمع زاد,morocco
وشبيكي أ ميمي,algeria
تسناي شوية ره وقيلة نجحت,morocco
جاء مالطاليان كان يقرا في الماريكان و امبعد راح لطاليان و أومبعد جاء للترك,algeria
وليد التونسي برافو..ملك البلاتوه,tunisia
ماعليش,algeria
عرفت شنو ما عارفاش شناهو الأوراكل,morocco
نادر,algeria
إمالا ليلية سعيدة,algeria
على ود هداك,morocco
ايه و عرف بلي حب ﻳقتل خوه,algeria
أياه وعلاش,algeria
 : عايزين_زمالك_مستقر  مش عايزين زملكاوي مش عالهاش ده ,egypt
شنو الرأي ديلك سليمة ؟,morocco
تبارك الله عليكم  ربي اهنيكم,tunisia
البارح تاني ما تكونيكتاش بكري دوك يلحق,algeria
يا عينى يا حماقى صعبان علية والله,egypt
حنا زاوش و نتوما دبان,algeria
قلت لها واش هوما هدو الحوايج,algeria
مزيان أ سارة تكوني في أمان الله سلمي على ماماك و البنات,morocco
صح مالا ﻟقيتي شكون يروﻧﭙﻼسيك,algeria
زايد الواطي واطي افهموا ارواحكم واقلبوا اوجوهكم,tunisia
لا,morocco
كينين شي ناس ماتو ليهم عائلاتهم,morocco
كتشري من عندو قرعة لي الرجال حرة كتدوم,morocco
واللى عاوز يتصلح بيتصلح اقدام شاشات التليفزيون,egypt
محرزية العبيدي تتحول  إلى حداثية عرجاء مشوهة تتقن إزدواجية الخطاب....,tunisia
لحقك الميساج تاع البارح,algeria
برافو عليكي يا أستاذه,egypt
ما دارت والو حوايج بسيطة خلاه و دارت بيهم حاجة ملاحة,algeria
بحالي أنا ساكنة ف المدينة و تنخلس كل شي ف مركز السردوك,morocco
نحب وحدة تكون مقتنعة صح هكا بحوايج بزاف أو مش تاع شهالة بدالة تاع درك أو عاجبها أدا مرة الجاية تشوف وحدوخر يولي يعجبها,algeria
بﺎسكو راك رايح تكسبوزي وحدك,algeria
واللى بيزور يا ويله من ربنــــــــا عاجلا ام آجلا هيتحاسب,egypt
أو لقى عفسة جديدة,algeria
رزينة في كلامها و نعتبرها من احسن الممثلين التونسيين ..و ملخر عسل عسل عسل,tunisia
رسالة لكل مسئول سابق تسبب فى تدمير الآلاف من العمال بسبب الموت المبكر (ألمعاش المبكر) بالضحك مرة وبالاكراة كثيرا والنتيجة اهدار كرامة رب الاسرة لانة بعد الخمسين اين يعمل وهل يجد الاصغر سنا عملا حتى استطيع الحصول على عمل كل الخراب دة حصل والمصيبة الاكبر قيمة المعاش والت واللة العظيم لاتكفى الا عشرة ايام ولا ادرى اين الضمير والضمائر هل ماتت حتى تعبثة باقدار الناس ام ان رغد العيش الذى يعيش فية المسئولين قد انساه عذابنا وما نعانية من غلاء وهم يصبح المرء بة ويمسى ام انكم تقولون فى انفسكم انطعم من لو يشاء اللة اطعمة اين عدالة التوزيع حتى لاتكون دولة للاغنياء واللة ما اصعب يوم الحساب على كل من وكل بارزاق الناس فلم يعدل بينهم واللة حرام عليكم ايها المسئولون السابقين والحاليين هذا التدنى فى المعاشات خاصة من اكرهتموم على الموت المبكر وحسبنا الخالق من المخلوق وحسبنا الرازق من المرزوق,egypt
الأحوال ماشي لحوال,algeria
بدا الطحين ليل الباجي بطريقة غير مباشرة,tunisia
اه مقلتش ليكم فاش دزة عند حماتي,morocco
بالله عليك نفسى تتقى ربنا يوم واحد ووالله اصحاب المعاشات كلها حتستريح سنين على حس اليوم ده,egypt
قلتي لها تقول للبنات,algeria
مسالخير كريمة  واش ، كاين تريسيتي,algeria
وين راكي سليمة ؟,algeria
و شكون حبيبة أ طاطا زينب,algeria
نورمالمون في أكتوبر,algeria
تاع ستيك جوكروا,algeria
الشيب والعيب !!!,tunisia
إيه أني في الماستار دو,algeria
غير المنام اللي باطل في هاد البلاد,algeria
تجمعي طحاااااااان,tunisia
راني قلت لنرجس راها معروضة هي وراجلها,morocco
كريمة كيفاش نديرو على البرنامج ترجمان ؟,algeria
سعيد يهدر بزاف كيما نورالدين الغاشي كامل هرب منو,algeria
مكنوش عندي الفلوس,morocco
لعنة الله عليكم يا جماعة النهضة ملا رخص فيكم توى الماسط توفيق يتقالو سي و يتسم ممثل و مثقف,tunisia
شنوى هذا شنية هالمسخرة ؟؟؟؟؟؟؟؟؟؟؟؟,tunisia
يعطيك الصحة يا سي ناجي جلول في هذا الموقف,tunisia
هي هي سلملي عالبيتنجانة,egypt
هههههه كاارثة و بردلي قلبي في هكا القرد كاايفون هههه قال لطفي,tunisia
اخشى ان يكون البرادعى مثل محمد على .........عجبى وليه الخشيه يا ولداه هل من صنع مصر الحديثه تخشى تكراره ... هل من بنى الجسور والمصانع والاسطول تخشى حدوث مثله والادهى انك لا مع ولا ضد طيب بتعمل ايه متفرج يعنى على مسلسل تليفزيونى وتستمتع بالفرجه وكمان بتخشى ان يكون مثل مؤسس مصر الحديثه ...,egypt
لالا راني نهدر على دوك,algeria
إيه كيما تحب  يعطيك هو كاتالوﭪ و أنت تخير,algeria
نموت و نعرف علاش تضحك  اففف ممسطك و ملسطك,tunisia
ﻧقﻌﺪ نكتب بالواقﻔﺔ,algeria
أعود بالله منها و من أمثالها,tunisia
كاينين لي يبكيو,algeria
ﺣقﺎ مانو وش حوال الميكرو تيعك لاباتري الجديدة مليحة,algeria
شوية كاين لقطات ما تصلحش,algeria
أرواحي معايا اليوم و أرجعي غدوة,algeria
و تيقرى ف جامعة ديال ليل,morocco
في جامعة سيدي عاشور,morocco
نحبها ..محلا طبيعتها في دنيا ...و قدام الكاميرا,tunisia
و ﯾجوزو يومين,algeria
أومبعد نردوه بالعربية زوج سوايع مينيموم,algeria
جعفورة وحدك في الحطة سروال احمر لا مثيل لك,tunisia
مازال الحال أقعد دوك نبعته لك,algeria
وش نديروا درك,algeria
هاد المعجم تيبين لينا كيفاش حنا تنطقو الكلمات ب الفرنسي,morocco
ياستااذ علاء ارحمنا شويه بلاش استفزاز انا واحد مصرى وبشهد ان الجزائر كانت الاحق ومش معنى كده انها الافضل كل الدنيا عارفه ده بامارة جميع الاستفتاءات والترتيب العالمى واتمنى انهم يشدوا حيلهم ويتمرنوا كويس على كل حاجه لياقه واخلاق نتمنى ليهم الظهور بشكل مشرف فى المونديال,egypt
حتى لوكان جات صح نسا راح يلقاوه لاﭙﻮليس,algeria
اه هو,morocco
او قال لي دجو لويت صح خويا كريم,algeria
أنا تنخاف بزاف من الكلاب وخا إلى كان صغير بزاف تنخاف منو,morocco
بشوية حفاظة شوية رقﺰيون تكون في الصواب نشا الله,algeria
لا مشي كيم أك,algeria
جعفور يا معذبهم زايد معاك ديمة الضحكة موجودة انا نحبك برشا و زدت حبيتك في برنامج يد وحدة بكيتنا برشا و فرحتنا برشا برافو و ربي معاك,tunisia
قالت لي كون جابو الدوا رانا درنا لك,algeria
احنا بقينا عايشين فى غابة كل واحد معاه فلوس او له سند او صاحب سلطة بيعمل اللى عايزه من غير رقيب ولا رادع ربنا يخرجنا من البلد دى على خير والله يا جماعة انا قرفت منها ومن اهلها,egypt
ﻧقول له أقعد هنا,algeria
عرفتي آ سارة بلي رحلة لي ليون بي مليون وخمسمية,morocco
لالا محرم السبت,algeria
تحملته سنين طويله عشان عيالي,egypt
تحية  وتقدير  لشجاعة هذه البنت و مامدى تخلفنا نحن العرب عندما نرو مخلوق ناقص او مريض و تحية احترام و تقدر  للاب الذي   ضحى من اجل شفاء بنته ولم يرميها في المستشفيات مثل بعض الوالدين...,tunisia
لاباس و انت لاباس أكي بخير,algeria
اني معاك في الشي أدا,algeria
مستوى منحط يا علام العار,tunisia
معللللللم,tunisia
عنده ورقة رايح يسنييها له ولا ما نعرف,algeria
 : ده قعد سنتين مش عارف يباصى كورة ,egypt
لا حتشي,algeria
لطفي من أحسن الممثلين في تونس وأفضل حاجة فيه هي لبلادة متاعو,tunisia
ياريت يكون عندنا مثلك ملايين ويكون عندهم الشجاعة دي,egypt
علاش لا كاع حياتي وانا خدامة,morocco
هدا وش حبيت نقول,algeria
ممكن كل واحد كيفماه يخمم,algeria
ربي يسهل تروح وتجي على خير وعافية نشالله,algeria
 : تسمو المعاني فوق الحروف  اذا المرء فوق المعالي سكن ومن يتحدى صعاب الظروف اذا ما ألمت بيوم محن وقدم روحا لأجل البلاد يموت…,egypt
اداك النهار جيت نعيط لها نضحكها ضحكتني,algeria
برافو عقلية الاعتذار ما فهموهاش جتهم صعيبة عباد خدمتها التنبير والبندير,tunisia
قﻠﺘﻠﮭﺎ وش راكي,algeria
اه كاينة الوساطة ولكن يمكن دوز المسابقة بلا معرفة,morocco
فاش مشاو لي لحانوت لقاوهم تيوجدو في لا دروڭ تما تفرشات القصة ديل لا دروڭ,morocco
و هي راهي رايحة عند ربيعة الله يرحمها,algeria
ب النسبة ل كلمة بورسيدينغ ، كاين لي تيسميها أعمال و كاين لي تيسميهة وقاءع,morocco
حنا تلقانا في وقت الصح برك,algeria
أنا مداير أدي القمجة تاع الغناء,algeria
إيه قالت لها تنقص لها فيها منا و منا,algeria
برافو صحبي ابن القيروان,tunisia
و أنت راكي تقراي,algeria
علاش متكمليش هنا شنو هو الفرق بين هنا و تماك و واش نتي مستعدة بش تكملي تماك,morocco
نزيدو نعاودو ياخي قلنا مقبيلة,algeria
برجوليا معادش عندو نكهة دليلك ملك يا حسرة,tunisia
هدشي إدمان,morocco
صوتها خشين و يفجع !!,tunisia
ملات منا,morocco
سمعتي لغناية أدي,algeria
وي يقدر يحكي على دكرياته في الفن,algeria
أكثر انسان مقبول من قبل التوانسة,tunisia
أواه غدوة برك,algeria
معرفتش منين غدي يجيبوها وش من البلدية ولا من الصين ماعرفتش,morocco
لا هو ما داروش في لافاك,algeria
ايه ربي يعيشك,algeria
الديودورون الحر الحر بقداه تلقاه,algeria
يا سامي الفهري و نوفل الورتاني يعطيكم فضيحة من عند ربي تبقى اجيال تتحاكى بيكم  قلنا سهرية سبت سهرية تفرهيد و فدلكة و ضحك موش عراء و قلة حياء,tunisia
جتكم القرف مليتوا البلد,egypt
مفيش حل غير المقاطعة طبعا مع ان معظم الشعب مقاطع من زمان,egypt
انا لاأعرف المتهم ولا أعرف طنطا ولكن لي ملاحظات علي الخبر ...فالخبر يقول عمره 33 عاما وايضا يقول ارهب وابناؤه الاهالي فكم عدد ابناؤه وكم هي اعمارهم ايضا كيف يقومون بمهاجمة وكسر 35 محلا واصحابهم راحو فين ... الا اذا كان نظيرة عنده عصابة كبيرة واذا كان عنده لماذا لم يتم القبض عليهم..وبعدين كفاية ان اسمه وليد نظيرة ولا اظن ان نظيرة تستطيع عمل كل ذلك..,egypt
عليك ب الصبر و خاصة تعرفي تقطة الضعف ديل كل واحد منهم,morocco
يهوا قلت لك ما نعرف شكون راحو لتم للبلاصة الفلانية,algeria
مكانش قدك,morocco
اسيوط مستنياك يا برادعي,egypt
يمكن تينو معاه,morocco
ماشي هكا لازم تجاوبي بالصح لا علينا ، لوكان جيت أنا نقول نخدم في بلادي خير باسكو نحب بلادي نجيب العلم من لهيك و نجي نمدو في بلادي,algeria
بابا ..... وزير الزراعة الجديد ده باين عليــه فقــر وقدمــه نحــس .... اوعى تفرط فيــه يابابا لأنــه بقى أملنــا الوحيد,egypt
المهم عاطف قالي ﯾجوزو في جامعة سيدي عاشور,algeria
جعفور يا معذبهم,tunisia
نمجدوها خاطر مرا تستحق التمجيد هي مثال لكل مرا شخصيتها ضعيفة وهي مهياش مسكينة المسكين هو الجاهل العاجز  عقليا . أنا اثرت في المرا بصراحة خاطر رغم كل شي تحدت نظرة المجتمع ووصلت وراجلها أكيد يستحق التقدير أما هو حبها هي خاطرها إنسانة طموحة تصنع من الضعف قوة وبربي نقصوا من الفكرة الذكورية الي ديما تحب المرا في تبعية للرجل . أنا نحيي كل مرة شخصيتها قوية وتعمل على روحها وماتضعفش,tunisia
الشباب سابوا المذاكره وصياعه وعربده واهاليهم نايمه وابتزاز بحجه الدروس والكورسات شباب منحرف ومدرسين بدون ضمير وبدون مبادئ او اخلاق شباب خريج عاطل بدون سكن لابد من الغاء وزارات كثيره ليس لها اي دور وأولها التربيه والتعليم والتعليم العالي والاسكان والاسره والبيئه والقوي العامله,egypt
ضحكتو علينا الناس,egypt
شفت بلي هي عندها كساوي,morocco
حثالة جرذ طحان,tunisia
البارح تاني ما تكونكتاش بكري درك يجي,algeria
اه شنو كنتي غدي تقول,morocco
واش ﻧقولو يا ليزالجيريان,algeria
مسلسل روعة اختكم من الجزاءر,tunisia
خير إن شاء الله,morocco
قلتي لي لوسات أ زينب,algeria
نهضاوي قذر,tunisia
سلام سليمة وش راكي اليوم,algeria
من بعد قلت ليها شنو بان ليك إلا وجدت بيان ب المؤلفات الجديدة,morocco
يا لطفي راك غالط في روحك برشة حاسب روحك تعرف كل شيئ وإنت ما تعرف شيء لاعبها ممثل كان مشيت بعت الزطلة خيرلك تصلح بيك,tunisia
بقاي علا خير حنونة,algeria
كيفاش، حلفت,algeria
وبتفرض علينا جمال مبارك,egypt
وبالصباح كالعاده راح لبيت عم شعبان,egypt
وين يخدم,algeria
الرجاء اذا اردتى ان تعلقى ان يكون هناك شئ ولو قليل لعدم التعصب لفكره او دين فقلنا مصريين ونريد لبلدنا الحبيبه مصر بجميع طوائفها الوصول الى بر الامان والنهوض بمستقبل اولادنا والخروج من تلك الازمه السياسيه التى تعيشها مصر .. والواضح ايضا انكي تخلطى الاوراق فالاخوان ليسوا كما تعتقدين فهم لا يؤيدون ايران في فكرتها ولا يريدون فتح المعبر لدخول ايران او اسلحتها الى مصر وانما يريدون فقط فك الحصار عن اناس ( مش مهم جنسيتهم ولا دينهم) ضعفاء ومحاصرين ومضهدين من كل العالم .. الا يجب ان نمد لهم يد العون طالما في امكاننا ذلك .. ولا الاخوان جماعة فتن ولا تخريب وانما يقفون امام ذلك ويحاربونه ولا يريدون ان يطيحوا بالرئيس مبارك كما تعتقدين .. انما هم اناس حبوا دينهم ووطنهم ويريدون ان ينهضوا بأمتهم اليس من حقهم ذلك مثلهم مثل كل الشرفاء فى هذا البلد من مسلمين ومسيحيين .. بنت بلدي دعك من العصبيه وفكري بموضعيه فربما يقرأ تعليقك هذا من لا يفهم حقائق المور فيسير على عصبيتك وتكونى سبب فى اشعال فتنه وليس الاخوان المسلمين كما تعتقدين.. هداكى الله الى حسن الحديث,egypt
كشما يجيكم كونكور قولي لي,algeria
بوقﻮس هايل,algeria
كيفماه عامل الراجل أدا,algeria
اما الشعب يشرب المر يشوف الذل يشيل الطين,egypt
هذه لا تمثل مرأة تونسية ما تمثل كان رةحها و انا واحد من ناس لا ارفعها اصلا,tunisia
ماشي هو متلت برمودا,morocco
يا صاحبي فهيم,tunisia
هذه احسن واروع الحصص تحياتي لي السي علاء وكل رجال الخفاء  ربي يوفقكم ان شاء اللبه,tunisia
محلاك جعفور ومحلى تفدليكك و أمنيتي نقابلك و نحكو برشا  والله أحبك في الله .....أخوك أمير من  الجزائر,tunisia
اما قطع اشاره مذموم وقطع اشاره محمود :),egypt
لالا حول و لالا قوة إلا بالله,algeria
على نقالة عشان وقتها يسحب السياره على سطحة,egypt
شعلات المدفأة و منتبهاتش و تشعلات الشكارة لي تتهز لكمبيوتر بي العافيت,morocco
باسكو أنا كي عيطت لي أمال رحت أنا و رجعت ميتة بالضحك و هما وتوتو بيناتهم قﻠﺘﻠﮭﻢ,algeria
هدا خط هدا هدا خط,algeria
توا هذا كلام يتقال في التلفزا ملا زاندينات تجيبو فيها و الله الإرهاب شواية فيهم تفوه عليك ملا قناة  fuck قناة الحوار التونسي اخ تفوه,tunisia
ويا ريت البنات يردوا عليك ويهتموا شوي بأنوثتهم وجمالهم... يعني البنت الي بتخليلي حواجبها 88 ما بتفرج على حالها قبل ما تطلع؟؟؟,egypt
حتى كان عيب تفوووه علاها جت تو والت تعطي في رايها على الاندلسي تي سيدك هذاك ان شاء الله اول ظهور لها و اخر ظهور و رانا مسلمين و مستحيل كان تلقى شكون جاي معاك كان الي كيفك,tunisia
هدا برنامج نوفل القفاف  تو كيف شد الباجي رئيس تو يحطك مستشار الخاص هههههههههه ملا بهايم المرزوقي سيدكم  يشرفكم و يعرفكم تفوووووووووووووووووه عليكم يا جهلة,tunisia
والله المرزوقي ارجل و انظف منكم,tunisia
لازم نتفاهمو,algeria
هكدا حتا إلى عدبوه مغاديش يقول ليهم بلاصتو و نهار تحتاجو قلب الدنيا و ملقاهش,morocco
وعلاه سخفت  عليه,algeria
من الطبيعي تقدمي حتى الماستر اللول حيت حتى هو يعتبر شهادة,morocco
راح كلش لالا ما طفيهش خليه يكمل,algeria
شنو جانا كلنا ولكن أنا ممرضتش بزاف يوماين صافي,morocco
بشار راهو بيان بروتيجي من روسيا وإيران,algeria
"دائما الافكار جميلة و رنانة و لكن عند التطبيق تتحول الي مجرد شعارات و تقفيل ورق و الجودة حاليا عبارة عن ملفات في ملفات و ورق في ورق يعني المدرسة علشان تاخد الاعتماد التربوي علي الاقل تكون عملت اكتر من 120 اجتماع مع جميع العاملين ....؟ طبعا فبركة, و تدريبات طبعا علي الورق , و خطط وهمية و الناس اللي تم اختيارهم كافراد في فرق الدعم الفني و ضمان الجودة لسه خضر يعني مش همه اللي طلعوا بعثات بالخارج او الحاصلين علي دراسات عليا علشان كل واحد ماسك منصب مش عايز حد تاني ينافسه او احسن منه",egypt
محلاك يا وليد<3 <3 :* :*,tunisia
كتقراي,morocco
أنا عندي ندير اﻟﭙﻮسيبل تيعي مش محتم اندير ليكور,algeria
قريب يفهمونا وش لازم نديرو,algeria
اعتقد ان المستشار اياه يقصد يخبز لنفسه مصلحه فى السويس كمافعل من قبله اباطرة الحزب واستولو على اراضى المحافظه بدون وجه حق فى عهد المحافظ الهمام المرضى عنه,egypt
يعطيك الجرب,tunisia
ومع الفريدي قال ايه فريقه فايز عادي اطرده,egypt
أجي بعدة واش نبداو لفرنسي قالو لي ف هديك الجامعة شنو سمها هديك لي تتطبق سيستيم لقديم تيقريو,morocco
ﻳقﻮلهم أدي مستحيل تكون تقرا في الجامعة,algeria
و نطلب منك تلاحضي كتابتي ، تنضن هي قريبة من المتالية,morocco
ولسه مقهور يا عينى من ثابت باشا البطل وصالح باشا سليم اللى اثبتوا ان نظرتهم فيكم صح,egypt
معلم (y),tunisia
بصح راني نشوف فيها نقراو بصح ماراناش لاﺣقين,algeria
هدا هو,algeria
خطرة شافت واحد معدي قالت لك بقا ديما في بالي حتى هو رجلو مقصوصة قﺘﻠﻬﻢ كون حتى يجيني,algeria
اليوم نهار زوين بالزاف,morocco
ما قال الطبيب والو,morocco
الناس دية عاوذين اية تانى علشان يملا عنيهم الفرغة مال وسلطة ونفوذ,egypt
كل واحد ما نعرف شحال دار دنوب فهمت ولا لالا,algeria
صح منك هاداك يتاستيو بيه النسا,algeria
هديك هي سليمة,morocco
الصحف الجزائرية صادقة و تتمتع بالمهنية و كولينا انتقد الهمجية المصرية في ماتش القاهرة و االاعتداء على الباض الجزائري و يوم 15 افر يل سيظهر حكم الفيفا قاصما لظهر مصر,egypt
لالا كانت محطوطة عندي في البيت,algeria
لا أنا مكونكتي,morocco
عايشة على بالك إنت ما تعرفيش تكدبي خلاه,algeria
ذليل قواد لحاس طحان,tunisia
عشرة ملايين توب (top) زينك و كلامك و إنسانيتك .....,tunisia
يخي غدوة ما تقرايش باللربعة,algeria
افشل شركة مصر للطيران فهى افشل شركة فى افشل دولة طبعا النظام مشعارف يمارس الفساد خارج الجدود لان ليس لة مباحث امن الدولة فى الدول الاخرى,egypt
سبقتيني جاوبت قبل ماتسول,morocco
لا ما قﺘﻠﮭﺎش,algeria
مسلسل تافه تفاهة صاحب قناة الحمار التونسي مع المعذرة ورد خطأ في الحروف,tunisia
يا مروحة ديجا أو مزال الحال,algeria
السيدة مايا تعمل مزية تنقص راو كل ضيف جاي تكرهو في روحو بالحاجات الفارغة والي ما عندها لا ساس ولا راس و راو بسبب وجودك كرهنا الفرجة في كلام الناس,tunisia
هو باهي  و طيارة,tunisia
عتاه وهرتو البرنامج. ربي يوفقك.,tunisia
خلاص ده احوال مصر الأنن مرتضى وشوبير,egypt
والله لي لابساتو مسكين عريض عريض عريض في حالة,algeria
برافو وليد التونسي ياسر كلامك عجبني والله بردتلي على قلبي يعتيك الصحة,tunisia
قالك حريق في قسنطينة كشف تروة حيوانية كبيرة,algeria
آه تهلك صح,algeria
فتاة صادقة و مميزة و تعرف ماتقول الرجل مممممم حاب يعود زواج بتونسية و الاخر تبقى ديكور,tunisia
مزيان هبط راسك وتقاد,morocco
كذابه و سفيهه شاحطه وجها لين قالت يزي مناظر مقلبه,tunisia
حتى عقلونا و قلوبنا خربوا حياتنا عشان هما يعيشوا فى رفاهية دول اسؤ من المماليك,egypt
توفيق فكاهي و نقلوا برافو خاطر تحسوا شعبي و يحب يفرح الناس و المبادرة لعملها في الحبس منذكرش شكون عملها و لا حاول يخمم فاها,tunisia
ايه الخرا ده,egypt
 قصدك لما تشوفي الصور يا ميرنا حاجه صعبه اوي شفتي مادونا ,egypt
وراهم جوكروا,algeria
